iter	Logloss
146	0.4172950762
147	0.4167717046
148	0.415961208
149	0.4157792804
150	0.4151463942
151	0.4148007952
152	0.4147113477
153	0.4140359795
154	0.413657536
155	0.4128537732
156	0.4123286714
157	0.4118517117
158	0.411813625
159	0.4116285643
160	0.4113613574
161	0.4108320545
162	0.4101653574
163	0.4099184769
164	0.4093551328
165	0.4090354767
166	0.4082249983
167	0.4079216797
168	0.4075098344
169	0.4068514631
170	0.406592715
171	0.4058304527
172	0.4057341035
173	0.4048509379
174	0.4044184318
175	0.4037955084
176	0.4031276171
177	0.4027923897
178	0.4022387153
179	0.4019061336
180	0.4015525447
181	0.4011316337
182	0.4011071702
183	0.4008572714
184	0.4003845844
185	0.4002436816
186	0.3999527519
187	0.3995897361
188	0.3992992545
189	0.3991120553
190	0.3988464807
191	0.3982579083
192	0.3982377205
193	0.3979860469
194	0.3978256993
195	0.3974820336
196	0.3971984253
197	0.397132756
198	0.3969576147
199	0.3968804948
200	0.3965664382
201	0.3961848101
202	0.3957968813
203	0.395418948
204	0.3951471942
205	0.3947148437
206	0.3945720035
207	0.3943661008
208	0.3942475428
209	0.3941935467
210	0.3938297521
211	0.393512097
212	0.3932187485
213	0.3929679751
214	0.3927205125
215	0.3925450638
216	0.3922588158
217	0.391663177
218	0.3913744479
219	0.3911689943
220	0.390584397
221	0.3901292357
222	0.3899439563
223	0.3896433578
224	0.3894553362
225	0.3892391579
226	0.3890649101
227	0.3888001003
228	0.3886534369
229	0.3883636936
230	0.3880928151
231	0.3876321693
232	0.3873463868
233	0.3872685867
234	0.3872596122
235	0.3869946028
236	0.3869133734
237	0.386619615
238	0.3864097819
239	0.3861983068
240	0.3858416516
241	0.3855840414
242	0.3855764347
243	0.3852980729
244	0.3852581206
245	0.3850761238
246	0.3850156407
247	0.3846331906
248	0.3845407938
249	0.3840674204
250	0.3839842405
251	0.38365347
252	0.3834812583
253	0.3832690323
254	0.382988477
255	0.3828246404
256	0.3826842146
257	0.3824867903
258	0.3821417399
259	0.3820289071
260	0.3818273924
261	0.3816353486
262	0.3815964685
263	0.381479028
264	0.3813351875
265	0.3810070429
266	0.3806984636
267	0.3803546274
268	0.3801730842
269	0.3798610424
270	0.3795399151
271	0.3794869304
272	0.3794421682
273	0.3792815205
274	0.3791466566
275	0.3790000887
276	0.378978949
277	0.3787398877
278	0.3786834881
279	0.3784903932
280	0.3783453702
281	0.3780666785
282	0.3779289866
283	0.3779067427
284	0.37784418
285	0.3775307775
286	0.3773977462
287	0.3771919759
288	0.3771886255
289	0.3768784304
290	0.3767622044
291	0.3766115503
292	0.3764792094
293	0.3764022665
294	0.376189603
295	0.3760198926
296	0.3757978365
297	0.3756083163
298	0.3753337802
299	0.3752596585
300	0.3751708074
301	0.3751393716
302	0.375013011
303	0.3749357814
304	0.3749149751
305	0.3747125683
306	0.3746637628
307	0.3746419858
308	0.3745136611
309	0.3744087377
310	0.3743453797
311	0.374199874
312	0.3741415316
313	0.3739758294
314	0.3738895781
315	0.3735591927
316	0.3735149348
317	0.3733536771
318	0.3732475751
319	0.3731107846
320	0.3730431706
321	0.37293671
322	0.3729157744
323	0.3728999442
324	0.3728480895
325	0.3727537127
326	0.3725993018
327	0.3724985238
328	0.3724574997
329	0.3724088058
330	0.372305697
331	0.3721732777
332	0.3720585393
333	0.3719022987
334	0.3718790214
335	0.371749122
336	0.3716894874
337	0.3715946114
338	0.3715702728
339	0.3715323536
340	0.3713796621
341	0.371070611
342	0.3710084229
343	0.3708309497
344	0.370660922
345	0.3706316246
346	0.3703196823
347	0.3699371471
348	0.3698044251
349	0.3696469015
350	0.3694121761
351	0.3693861688
352	0.3692726886
353	0.3692061193
354	0.3689077673
355	0.3687892945
356	0.3687570945
357	0.368742215
358	0.3686172528
359	0.3684642739
360	0.3682279976
361	0.3680016148
362	0.367849572
363	0.36778889
364	0.3677743315
365	0.3676175366
366	0.3675788305
367	0.3673516531
368	0.3673334714
369	0.3671813979
370	0.3671441381
371	0.3670492814
372	0.3669559402
373	0.3668476748
374	0.366581324
375	0.3662609344
376	0.3661478012
377	0.3660584185
378	0.365897669
379	0.3658011676
380	0.3656497444
381	0.3655324513
382	0.3653411777
383	0.3652407771
384	0.3652191346
385	0.3651394662
386	0.3651322197
387	0.3650127166
388	0.3649601532
389	0.3648810719
390	0.3646509474
391	0.3645026925
392	0.3644454591
393	0.3644271596
394	0.3641214211
395	0.3639876014
396	0.3638973311
397	0.3638810232
398	0.3638705697
399	0.3638702484
400	0.3637498389
401	0.3636566316
402	0.3634574434
403	0.3633428639
404	0.3631495957
405	0.3630028037
406	0.3628312861
407	0.3627291668
408	0.3626660031
409	0.3625092835
410	0.3624453651
411	0.3622979787
412	0.3620420566
413	0.3618726489
414	0.3617379632
415	0.3616402209
416	0.3615367155
417	0.3614988038
418	0.3614320568
419	0.3614318636
420	0.3612312499
421	0.3610557572
422	0.3607885067
423	0.3606540088
424	0.3605618543
425	0.3604661418
426	0.3604642579
427	0.3602211385
428	0.3600762993
429	0.360073473
430	0.3600733374
431	0.3598438716
432	0.3597577563
433	0.3596094684
434	0.3592310439
435	0.3590177182
436	0.3589104946
437	0.3586040458
438	0.3583791072
439	0.3582478585
440	0.3581953381
441	0.3581157374
442	0.3579235
443	0.3578898752
444	0.3577403791
445	0.3576987976
446	0.3575851939
447	0.3574540987
448	0.3573912652
449	0.3570096764
450	0.3569736178
451	0.3569721299
452	0.3568848847
453	0.3566754081
454	0.3566029464
455	0.3564759989
456	0.3564286678
457	0.3563266142
458	0.3563225575
459	0.356255367
460	0.3560845971
461	0.3560175242
462	0.3560003546
463	0.3559804917
464	0.3559291149
465	0.3556821707
466	0.3556818024
467	0.3556360553
468	0.3556004352
469	0.3555476537
470	0.3552468383
471	0.3551410998
472	0.3550117395
473	0.3549038584
474	0.3548425517
475	0.3548078937
476	0.3546506949
477	0.354613997
478	0.3546137507
479	0.3545128873
480	0.3544399118
481	0.3544175125
482	0.3542568878
483	0.354116485
484	0.3540484624
485	0.353958362
486	0.3539066537
487	0.3538253076
488	0.3537509206
489	0.3536083227
490	0.3534222371
491	0.353410641
492	0.3533447571
493	0.3532510512
494	0.3530344135
495	0.3529350963
496	0.3527869171
497	0.3525682602
498	0.3525237859
499	0.3524721976
500	0.3524160039
501	0.3521737503
502	0.3520319168
503	0.3518166904
504	0.3517346274
505	0.3516651399
506	0.3516644212
507	0.3514824555
508	0.3513483551
509	0.3512756522
510	0.3512321349
511	0.351221084
512	0.3511897367
513	0.35108731
514	0.3509131976
515	0.3507910706
516	0.3507498674
517	0.350726846
518	0.3505965565
519	0.3504814081
520	0.350446008
521	0.3503830507
522	0.3501984746
523	0.3501677002
524	0.3499608299
525	0.3496708138
526	0.3494306828
527	0.3494219879
528	0.3493845855
529	0.3493771734
530	0.3492163793
531	0.3492094196
532	0.3491171439
533	0.3490079215
534	0.3489629519
535	0.3488744626
536	0.3487869019
537	0.3487366284
538	0.3487094791
539	0.3486090537
540	0.3485034218
541	0.3484365998
542	0.348288318
543	0.3481585425
544	0.3480656657
545	0.3479218888
546	0.3476260957
547	0.3475599066
548	0.3474725603
549	0.3472852941
550	0.347132566
551	0.3470469089
552	0.3468852805
553	0.3467442762
554	0.3465170914
555	0.3463500243
556	0.3463406476
557	0.3462597106
558	0.3462458369
559	0.3461045739
560	0.3460404066
561	0.3460265086
562	0.3459652514
563	0.3458991436
564	0.3458923272
565	0.3458899179
566	0.3458759021
567	0.3458050818
568	0.345802615
569	0.345695571
570	0.3455926473
571	0.3455293715
572	0.3453832559
573	0.3453112914
574	0.3451182654
575	0.3450619609
576	0.3448542021
577	0.3448337381
578	0.344813359
579	0.3447235334
580	0.3447128768
581	0.3446141079
582	0.34445257
583	0.3444525577
584	0.3443655685
585	0.3443334823
586	0.3442178433
587	0.3441245094
588	0.3439921035
589	0.3438658227
590	0.3437514703
591	0.3436550492
592	0.3435841535
593	0.343578684
594	0.3434219654
595	0.3433456708
596	0.3432425645
597	0.3432250002
598	0.3432189563
599	0.3431648749
600	0.3431648744
601	0.3431363674
602	0.3429814598
603	0.3427886048
604	0.3427789861
605	0.3426910848
606	0.3425557435
607	0.3424694016
608	0.3423817494
609	0.3423772496
610	0.342287575
611	0.342204174
612	0.3421981178
613	0.3419775214
614	0.3418918805
615	0.3418762853
616	0.3418062561
617	0.3416558406
618	0.3415842461
619	0.3415399715
620	0.34150871
621	0.3413865239
622	0.3413677121
623	0.3413194548
624	0.3413093333
625	0.3411463277
626	0.3411421166
627	0.3410198994
628	0.3409303088
629	0.3407909558
630	0.3406138717
631	0.3404863177
632	0.3404401204
633	0.3404252081
634	0.340250932
635	0.3401433659
636	0.3401343431
637	0.3400280398
638	0.3399887162
639	0.3398984873
640	0.3397732088
641	0.3395429018
642	0.3393657689
643	0.3393265953
644	0.3393210298
645	0.3393122644
646	0.3392775615
647	0.3390527942
648	0.3387409321
649	0.3387068209
650	0.3387068202
651	0.338665262
652	0.3385274007
653	0.3384909832
654	0.3384859144
655	0.3382963923
656	0.3382482146
657	0.3381305517
658	0.3381253174
659	0.3380966978
660	0.3379089354
661	0.3377933767
662	0.3377730069
663	0.3376853889
664	0.3376497651
665	0.3375854706
666	0.3375134951
667	0.3374176838
668	0.337407399
669	0.3373822349
670	0.3371964376
671	0.3370703627
672	0.3369327312
673	0.336774885
674	0.3366225105
675	0.336525034
676	0.336464206
677	0.336444711
678	0.3363060561
679	0.3362343751
680	0.3362343683
681	0.3360943745
682	0.3359400468
683	0.3358719522
684	0.3357656742
685	0.3354767043
686	0.3353804364
687	0.3352268006
688	0.3351845735
689	0.335119828
690	0.334859147
691	0.33482493
692	0.3346949462
693	0.3345884734
694	0.3344578501
695	0.3343466847
696	0.3342142467
697	0.3341340317
698	0.3341340289
699	0.3341292673
700	0.3339337081
701	0.3337474213
702	0.3336642373
703	0.3335467412
704	0.3334119854
705	0.3333720772
706	0.3333450804
707	0.3331554816
708	0.3330501595
709	0.3329047615
710	0.3328922531
711	0.3327128151
712	0.3326755016
713	0.3326604926
714	0.3325955145
715	0.332580955
716	0.3325516735
717	0.3325443765
718	0.3323929434
719	0.3323144358
720	0.3321003335
721	0.3320958711
722	0.331999987
723	0.3318947769
724	0.3317684975
725	0.3317581338
726	0.3317142767
727	0.3314675533
728	0.3314447493
729	0.3313874074
730	0.3312388236
731	0.3311442157
732	0.3310470026
733	0.3309827056
734	0.3309262941
735	0.3309220393
736	0.3307933417
737	0.3307203981
738	0.3306446825
739	0.3305651999
740	0.330427172
741	0.3303454734
742	0.3301973521
743	0.3301663295
744	0.3300213186
745	0.3300213138
746	0.3297953551
747	0.3294624972
748	0.3293412108
749	0.3293138896
750	0.329219667
751	0.3290443771
752	0.3289772066
753	0.3289129176
754	0.3288200587
755	0.3287257556
756	0.3287181993
757	0.3286845105
758	0.3285471617
759	0.3283228508
760	0.3282168693
761	0.3281994344
762	0.3281280836
763	0.3281089123
764	0.3280171799
765	0.3280113586
766	0.327859621
767	0.3277596852
768	0.3277104414
769	0.3276609438
770	0.3273899401
771	0.3273896063
772	0.3272794124
773	0.3270630723
774	0.3270570375
775	0.326995686
776	0.3269363709
777	0.3267597054
778	0.3267003051
779	0.3265183095
780	0.3264200854
781	0.3262471265
782	0.3261533073
783	0.3259741802
784	0.325880725
785	0.3258241584
786	0.3257422742
787	0.3256621187
788	0.3256466361
789	0.3255806059
790	0.325474664
791	0.3254634129
792	0.3253521112
793	0.3253456609
794	0.3251835721
795	0.3250845379
796	0.3250489405
797	0.3248500584
798	0.3247068137
799	0.3245065587
800	0.324500924
801	0.3242797359
802	0.3241768459
803	0.324005423
804	0.3237646391
805	0.323655776
806	0.3236537091
807	0.3235929401
808	0.3235836813
809	0.323506784
810	0.3232711723
811	0.3231278699
812	0.3230712456
813	0.3230582614
814	0.3229673787
815	0.3228748507
816	0.3227662466
817	0.3226207665
818	0.3224082934
819	0.3224061918
820	0.3223250338
821	0.3221887172
822	0.3220340317
823	0.3219119863
824	0.3218851912
825	0.3217654516
826	0.3216392208
827	0.3215500702
828	0.3214172522
829	0.321285329
830	0.3210441342
831	0.3209155762
832	0.3208346735
833	0.3208293859
834	0.3206756547
835	0.3204826965
836	0.3204018033
837	0.3202378093
838	0.320206387
839	0.3202032609
840	0.3200833635
841	0.3199973357
842	0.3199964481
843	0.3198149229
844	0.3197254629
845	0.3196365501
846	0.3196314398
847	0.3195803501
848	0.3194439653
849	0.3193566522
850	0.3192631011
851	0.3192334802
852	0.3191374555
853	0.3190771359
854	0.318952366
855	0.3188774697
856	0.3188523965
857	0.3187580367
858	0.3186609062
859	0.3185625236
860	0.3185606935
861	0.3184651287
862	0.3183057607
863	0.318189409
864	0.3178525189
865	0.3178443167
866	0.317641378
867	0.317635348
868	0.3174800592
869	0.3173641429
870	0.317339944
871	0.317220411
872	0.3171352388
873	0.3170691179
874	0.3170553531
875	0.3170222618
876	0.3169694954
877	0.3169537381
878	0.3169309033
879	0.3166924483
880	0.3165986102
881	0.3164474553
882	0.316343611
883	0.3162933496
884	0.3161414432
885	0.3159280282
886	0.315780266
887	0.3157122328
888	0.3157006387
889	0.3156313565
890	0.3156226239
891	0.3155027063
892	0.315498499
893	0.3153575741
894	0.3152797593
895	0.3150874756
896	0.3150722394
897	0.3149229307
898	0.3147888553
899	0.3147848348
900	0.3146952768
901	0.3144941405
902	0.3144831274
903	0.3144152095
904	0.3142455432
905	0.3140811042
906	0.3140651047
907	0.3140612108
908	0.313874039
909	0.3138267357
910	0.3137675568
911	0.3136718693
912	0.3136348025
913	0.31357858
914	0.3135214827
915	0.3133172632
916	0.3133058576
917	0.313088825
918	0.312997876
919	0.3129437381
920	0.3129416285
921	0.3129077522
922	0.3128154776
923	0.3125859423
924	0.3125138745
925	0.3124200779
926	0.3122218261
927	0.3119640453
928	0.311945438
929	0.3119267505
930	0.3118962659
931	0.3118767181
932	0.3117865949
933	0.3116021363
934	0.3115535722
935	0.311381008
936	0.3113235904
937	0.3112099171
938	0.3109504114
939	0.3108946411
940	0.3108031627
941	0.3108000018
942	0.3107966384
943	0.3107172686
944	0.3107053629
945	0.3105689405
946	0.3105492336
947	0.3104830239
948	0.3104113439
949	0.3103247354
950	0.310286198
951	0.310215306
952	0.3101160731
953	0.3101133384
954	0.3100322058
955	0.3099743503
956	0.3099401304
957	0.3096818823
958	0.3096800634
959	0.3096225128
960	0.3094068892
961	0.3091493242
962	0.3089183553
963	0.3088615001
964	0.3088063287
965	0.308796367
966	0.308638211
967	0.3086180031
968	0.3085320505
969	0.3084282924
970	0.3083741799
971	0.3081493458
972	0.3080496818
973	0.3077967438
974	0.3077073962
975	0.3077056549
976	0.3076072091
977	0.307343302
978	0.3072968245
979	0.3071068788
980	0.307039498
981	0.3070145111
982	0.3069158327
983	0.3068038963
984	0.3067835799
985	0.3067028902
986	0.30641908
987	0.3062298441
988	0.3061675065
989	0.3061159552
990	0.3059206946
991	0.3058873551
992	0.305869714
993	0.3055881738
994	0.3054396727
995	0.3054380031
996	0.3052163003
997	0.3051280645
998	0.3049191773
999	0.3049073358
